,ts_code,exchange,chairman,manager,secretary,reg_capital,setup_date,province,city,website,email,employees
1080,002009.SZ,SZSE,黄斌,黄斌,张宇星,37054.9434,19971118,江苏,无锡市,www.chinaconveyor.com,zhangjn0906@163.com;liukangni@jsmiracle.com;maeir@jsmiracle.com,2998
1081,002010.SZ,SZSE,徐冠巨,徐冠巨,朱江英,325781.4678,20010706,浙江,杭州市,www.transfarzl.com,zqb@etransfar.com,6341
1082,002006.SZ,SZSE,金越顺,吴海祥,夏青华,45516,20000910,浙江,绍兴市,www.jgtec.com.cn,zjjgkj@jgtec.com.cn,1241
1083,002033.SZ,SZSE,和献中,刘晓华,杨宁,54949.0711,20011018,云南,丽江市,www.ltg.cn,yulongtour@ltg.cn;ljyn@vip.sina.com;bibo515@163.com,1689
1084,002035.SZ,SZSE,潘叶江,潘垣枝,吴刚,86923.0324,19920408,广东,中山市,www.vatti.com.cn,002035ir@vatti.com.cn;wug@vatti.com.cn;wangzz@vatti.com.cn,5422
1085,002011.SZ,SZSE,姚新义,李建军,江冰,91721.218,20011219,浙江,绍兴市,www.dunan.net,dazq@dunan.net,11280
1086,300723.SZ,SZSE,李捍雄,李捍雄,谢小华,16114.28,20020204,广东,广州市,www.gdyph.com,zqb@gdyph.com,829
1087,002034.SZ,SZSE,芮勇,王学庚,王学庚,42076.5045,19980707,浙江,湖州市,www.wannaenergy.com,mxd@mizuda.net;lcn@mizuda.net;wxg@mizuda.net,1405
1088,002025.SZ,SZSE,陈振宇,王跃轩,张旺,42900,20011230,贵州,贵阳市,www.gzhtdq.com.cn,htdq@gzhtdq.com.cn;zw@gzhtdq.com.cn;mq@gzhtdq.com.cn,4317
1089,300747.SZ,SZSE,伍晓峰,吕卫民,卢昆忠,19200,20070406,湖北,武汉市,www.raycuslaser.com,stock@raycuslaser.com;kz.lu@raycuslaser.com;lxl@raycuslaser.com,1377
1090,000333.SZ,SZSE,方洪波,方洪波,江鹏,698895.2498,20000407,广东,佛山市,www.midea.com.cn,IR@midea.com.cn,114765
1091,002866.SZ,SZSE,邹伟民,邹伟民,许小丽,24869.799,20071105,江苏,扬州市,www.transimage.cn,tsssb01@transimage.cn;tszjb@transimage.cn,4508
1092,002003.SZ,SZSE,章卡鹏,蔡礼永,谢瑾琨,75802.0428,19880511,浙江,台州市,www.weixing.cn,002003@weixing.cn,7728
1093,002023.SZ,SZSE,李飚,李江石,张龙勇,75679.1003,19921123,四川,成都市,www.schtgx.com,board@haitegroup.com,1551
1094,002043.SZ,SZSE,丁鸿敏,陆利华,徐俊,77475.6002,20011227,浙江,湖州市,www.dhwooden.com,dehua_ss@dhwooden.com;yp@dhwooden.com;zds@dhwooden.com,2208
1095,002004.SZ,SZSE,张松山,张海安,彭云辉,197991.9191,19920311,重庆,重庆市,www.huapont.cn,Huapont@163.com,11206
1096,002365.SZ,SZSE,陈勇,吴玉熙,吴晓波,29468.25,20010618,湖北,潜江市,www.chinataurine.com,tzz@chinataurine.com,831
1097,002427.SZ,SZSE,杨梅方,杨梅方,武雪原,39815.4658,20031030,浙江,湖州市,www.unifull.com,ufg_cfo@unifull.com;ir@unifull.com;wxy@unifull.com;huangzhen@unifull.com,2274
1098,300609.SZ,SZSE,张宏俊,张宏俊,刘尧通,10108.9168,20040714,上海,上海市,www.winnerinf.com,sadep@winnerinf.com,648
1099,002358.SZ,SZSE,杨合岭,曹宏,韩瑞,92975.6977,20001030,河南,许昌市,www.hnsyec.com,hnsyzqb@hnsyec.com;zhangxw@hnsyec.com;hnsyzqb@163.com,2904
1100,002206.SZ,SZSE,高利民,高王伟,吕佩芬,122302.8645,20010521,浙江,嘉兴市,www.halead.com,lpf@halead.com;wjc@halead.com;002206@halead.com;hld@halead.com,2435
1101,002963.SZ,SZSE,戴宝林,戴宝林,侯春辉,15035.993,20000607,北京,北京市,www.haoersai.com,haoersai@hes0501.com.cn,519
1102,002026.SZ,SZSE,杨明燕,刘友财,张红江,42009.8419,19980708,山东,威海市,www.weidapeacock.com,weida@weidapeacock.com;zhanghj@weidapeacock.com,3077
1103,002007.SZ,SZSE,安康,安康,谢军民,140305.902,19920330,河南,新乡市,www.hualanbio.com,hualan@hualanbio.com,2144
1104,002008.SZ,SZSE,高云峰,高云峰,杜永刚,106706.9265,19990304,广东,深圳市,www.hanslaser.com,bsd@hanslaser.com,13030
1105,300205.SZ,SZSE,张新访,孙静,代恒,43005.6,19990806,湖北,武汉市,www.whty.com.cn,tyobd@whty.com.cn;hej@whty.com.cn;daih@whty.com.cn,2780
1106,002946.SZ,SZSE,席刚,朱川,郑世锋,85371.0666,20060705,四川,成都市,www.newhopedairy.cn,nhdzqb@newhope.cn,6777
1107,300602.SZ,SZSE,马飞,杜劲松,王燕,30625.2,19931110,广东,深圳市,www.frd.cn,frdzq@frd.cn,3250
1108,002024.SZ,SZSE,张近东,侯恩龙,黄巍,931003.9655,19960515,江苏,南京市,www.suning.cn，www.suning.com,stock@suning.com;stock@cnsuning.com,39031
1109,002931.SZ,SZSE,董剑刚,董剑刚,王思远,8888,20030617,浙江,绍兴市,www.fenglong-electric.com,dsb@fenglong-electric.com,708
1110,002005.SZ,SZSE,王晟,李华亭,蒋孝安,176472,19960514,安徽,蚌埠市,www.electech.com.cn,002005dongmi@electech.com.cn,10588
1111,002520.SZ,SZSE,吴捷,王本善,张杰,75586.1482,20001228,浙江,绍兴市,www.rifapm.com,rifapm@rifagroup.com;zhangjie@rifagroup.com;chentt@rifagroup.com,1127
1112,300760.SZ,SZSE,李西廷,成明和,李文楣,121569.1266,19990125,广东,深圳市,www.mindray.com,ir@mindray.com,9234
1113,000338.SZ,SZSE,谭旭光,谭旭光,王丽,793387.3895,20021223,山东,潍坊市,www.weichaipower.com,weichai@weichai.com;wangli01@weichai.com;wudi03@weichai.com,42103
1114,002053.SZ,SZSE,谢一华,周立新,李政良,76097.8566,20020725,云南,昆明市,www.cnyeic.com,ynyh@email.ynyh.com;310944181@qq.com;1310514617@qq.com;597541817@qq.com,2410
1115,002104.SZ,SZSE,钱京,,陈妹妹,69692.1354,19960924,江苏,镇江市,www.hengbao.com,ir@hengbao.com;hengbao@hengbao.com,1253
1116,300318.SZ,SZSE,卢信群,卢信群,刘敏,81690.0495,20010712,北京,北京市,www.bohui-tech.com,dsh@bohui-tech.com,1393
1117,002141.SZ,SZSE,韩桃子,韩桃子,梁丹妮,113465.6519,20021010,广东,珠海市,www.sz002141.com,stock@sz002141.com,927
1118,002055.SZ,SZSE,邱建民,邱建民,王少华,47969.4096,19920410,广东,深圳市,www.deren.com,002055@deren.com,11065
1119,002015.SZ,SZSE,朱钰峰,费智,沈强,135246.1312,19920505,江苏,无锡市,www.gcl-et.com,ir-gclet@gclie.com;chenyf1203@126.com;sales@seeker-cn.com,374
1120,002016.SZ,SZSE,梁晓进,梁晓进,严文俊,80909.5632,20001228,广东,珠海市,www.gdsrzy.com,shirongzhaoye@sohu.com,853
1121,002029.SZ,SZSE,李淑君,李淑君,陈平,75567,20010723,福建,泉州市,www.septwolves.com,zqb@septwolves.com,2581
1122,300151.SZ,SZSE,李焕昌,李焕昌,刘军,50250,20010411,广东,深圳市,www.sz-changhong.com,changhong@sz-changhong.com;security@sz-changhong.com,1863
1123,300549.SZ,SZSE,曾正雄,陈志伟,陈海鹰,13334,19980915,江苏,苏州市,www.jouder.com,jdcn@jouder.com,741
1124,300199.SZ,SZSE,曾少贵,,朱文丰,91692.704,20030402,广东,深圳市,www.hybio.com.cn,hy@hybio.com.cn,1059
1125,002809.SZ,SZSE,刘连军,刘连军,程占省,12000,20050331,广东,惠州市,www.redwall.com.cn,public@redwall.com.cn,446
1126,002567.SZ,SZSE,陶一山,陶业,孙双胜,83657.0799,19920911,湖南,株洲市,www.trsgroup.com.cn,TRS@tangrenshen.com.cn;sss@trsgroup.cn;sn-fz@trsgroup.cn,7583
1127,002432.SZ,SZSE,刘毅,刘毅,邬彤,43280.5921,19950822,天津,天津市,www.jiuan.com,ir@jiuan.com,1153
1128,300407.SZ,SZSE,孔祥洲,王伟,蔡登明,30504.8133,20000125,天津,天津市,www.keyvia.cn,zhengquan@keyvia.cn;wangrj@keyvia.cn,1388
1129,002030.SZ,SZSE,何蕴韶,周新宇,张斌,79741.2519,19880817,广东,广州市,www.daangene.com,web@daangene.com;zhangbin@daangene.com;zengyuting@daangene.com,926
1130,002017.SZ,SZSE,张晓川,张晓川,陈宗潮,44648.6084,19981020,广东,珠海市,www.eastcompeace.com,eastcompeace@eastcompeace.com;webmaster@eastcompeace.com,1952
1131,002018.SZ,SZSE,李勇,孙为民,孙为民,227782.7422,19980213,安徽,马鞍山市,www.cefcih.com,qiuyongmei@cefcih.com;sunweimin@cefcih.com;002018@cefcih.com,53
1132,300361.SZ,SZSE,陈庆财,张建义,任为荣,21000,20030114,江苏,南京市,www.ask-pharm.com,ir@ask-pharm.com,2322
1133,300557.SZ,SZSE,鲁国庆,姚明远,林海,5566.854,20000829,湖北,武汉市,www.wutos.com,info@wutos.com,396
1134,300819.SZ,SZSE,仲鸿天,沈松,黄亚辉,7460,20000526,江苏,苏州市,www.jujie.com,jujie@jujie.com,1012
1135,300072.SZ,SZSE,刘雷,李林,曹华锋,234972.0302,19970603,北京,北京市,www.sanju.cn,investor@sanju.cn,4763
1136,300070.SZ,SZSE,文剑平,戴日成,张兴,316459.6594,20010717,北京,北京市,www.originwater.com,IR@originwater.com,3105
1137,002668.SZ,SZSE,赵国栋,刘向东,赵国栋,108411.1428,20021101,广东,中山市,www.homa.cn,homa@homa.cn;amdq_zqb@163.com,10876
1138,002111.SZ,SZSE,李光太,李文轩,罗丰,38182.7504,19960919,山东,威海市,www.guangtai.com.cn,luofeng@guangtai.com.cn;guangtai@guangtai.com.cn;wanghaibing@guangtai.com.cn,2167
1139,002107.SZ,SZSE,赵丙贤,曾英姿,赵彩霞,36075.6,20020209,山东,潍坊市,www.wohua.cn,cicszg@163.com;panny105@163.com;dongmi_002107@163.com;zhengdai_002107@163.com,1448
1140,002019.SZ,SZSE,程先锋,程先锋,冯德崎,123690.4577,20001110,浙江,杭州市,www.yifanyy.com,dsh@xinfupharm.com;xz@yifanyy.com;yfxflilei@163.com;lilei@yifanyy.com,4230
1141,002020.SZ,SZSE,吕钢,金志平,洪贇飞,72487.2,19990213,浙江,绍兴市,www.jingxinpharm.com,stock@jingxinpharm.com,2771
1142,002021.SZ,SZSE,张黎曙,张黎曙,郑学国,68781.504,19940831,浙江,台州市,www.zoje.com,yhx@zoje.com;ljl@zoje.com;zojezht@163.com;lbr@zoje.com,1638
1143,002039.SZ,SZSE,陶云鹏,罗涛,杨焱,30539.8662,19931012,贵州,贵阳市,www.gzqydl.cn,qydl@gzqydl.cn;shihh@gzqydl.cn;luotao@gzqydl.cn;yangyan@gzqydl.cn,653
1144,000166.SZ,SZSE,徐志斌,徐志斌,阳昌云,2503994.456,19960916,新疆,乌鲁木齐市,www.swhygh.com,swhy@swhygh.com,13455
1145,002736.SZ,SZSE,何如,岳克胜,谌传立,820000,19940630,广东,深圳市,www.guosen.com.cn,xzyxzb@guosen.com.cn;ir@guosen.com.cn,9797
1146,002939.SZ,SZSE,曹宏,李翔,吴礼信,310340.5351,19960502,广东,深圳市,www.cgws.com,cczqir@cgws.com,3176
1147,002500.SZ,SZSE,侯巍,侯巍,王怡里,282872.5153,19880728,山西,太原市,www.sxzq.com,wangyili@i618.com.cn;lyxnew@sina.com,2377
1148,300388.SZ,SZSE,李松珊,徐本勇,李燕来,67058.7008,19970225,安徽,合肥市,www.gzep.com.cn,gzhb@gzep.com.cn;lyl@gzep.com.cn;aj15156883252@163.com;79896788@qq.com,2809
1149,300015.SZ,SZSE,陈邦,李力,吴士君,309781.1227,20030124,湖南,长沙市,www.aierchina.com,zhengquanbu@yeah.net,16430
1150,002530.SZ,SZSE,朱文明,徐正军,房莉莉,77919.8175,19880730,江苏,盐城市,www.fengdong.com/www.foresee.com.cn,fengdong@fengdong.com;JCHL@jc-interconnect.com;zhuxuefang@foresee.com.cn,3202
1151,002507.SZ,SZSE,周斌全,赵平,韦永生,78935.7241,19880430,重庆,重庆市,www.flzc.com,yx_931@163.com;weiys@flzc.com,2630
1152,002375.SZ,SZSE,张小明,张小明,戴轶钧,133999.6498,19950707,浙江,绍兴市,www.chinayasha.com,yasha_002375@163.com;daiyijun@chinayasha.com;liangxiaolan@chinayasha.com,6153
1153,002087.SZ,SZSE,魏学柱,陶国定,许勤芝,81679.4335,19961220,河南,南阳市,www.xinye-tex.com,002087xyfz@sina.cn;webmaster@xinye-tex.com;yaoxiaoying3@sina.com,8912
1154,002069.SZ,SZSE,吴厚刚,吴厚刚,阎忠吉,71111.2194,19920921,辽宁,大连市,www.zhangzidao.com,yanzhongji@zhangzidao.com;touzizhe@zhangzidao.com;zhangzidao@zhangzidao.com,2711
1155,002082.SZ,SZSE,赵守明,赵守明,姜全州,23800,19990331,浙江,湖州市,www.wepon.com.cn,jqzhou001@sina.com;wanbangdesjl@163.com;wepon@wepon.com.cn,1818
1156,002042.SZ,SZSE,孙伟挺,陈玲芬,张正,151937.5555,20001031,安徽,淮北市,www.huafuyarn.com,dongban@e-huafu.com;yangr@e-huafu.com,22829
1157,002322.SZ,SZSE,周方洁,周方洁,李雪会,39666.2205,20001212,浙江,宁波市,www.lgom.com.cn,ir@lgom.com.cn,1871
1158,002797.SZ,SZSE,刘学民,王芳,马东军,350240,19980112,广东,深圳市,www.firstcapital.com.cn,IR@fcsc.com,3725
1159,002863.SZ,SZSE,葛炳灶,何东挺,何东挺,37655.428,20050201,浙江,金华市,www.jfkd.com.cn,jfkd@jinfei.cn,4396
1160,002309.SZ,SZSE,王柏兴,王伟峰,诸燕,87178.7068,19880905,江苏,苏州市,www.zhongli.com,zhonglidm@zhongli.com,8284
1161,002092.SZ,SZSE,杨江红,冯斌,陈红艳,214644.9598,20011218,新疆,乌鲁木齐市,www.zthx.com,zthx@zthx.com;chenhongyanzt@163.com;feixiang_01@163.com,21314
1162,002089.SZ,SZSE,张亦斌,张亦斌,徐磊,137466.9616,19970101,江苏,苏州市,www.nsu.com.cn,nsu@nsu.com.cn;zqb@nsu.com.cn,452
1163,002057.SZ,SZSE,毛海波,毛海波,章超,57528.7776,20020327,安徽,马鞍山市,www.ty-magnet.com,zhangchao214@126.com;sattty@ty-magnet.com;days20000@sohu.com,1098
1164,002347.SZ,SZSE,邰正彪,邰正彪,杨晓明,44701.9662,20011218,安徽,马鞍山市,www.taiergroup.com,yangxiaoming@taiergroup.com;dsh@taiergroup.com,984
1165,002048.SZ,SZSE,周晓峰,舒荣启,韩铭扬,62622.7314,19880926,浙江,宁波市,www.nbhx.com.cn,stock-dp@nbhx.com.cn,15546
1166,002049.SZ,SZSE,刁石京,马道杰,杜林虎,60681.7968,20010917,河北,唐山市,www.gosinoic.com,zhengquan@gosinoic.com;dulh@gosinoic.com,1943
1167,300778.SZ,SZSE,张春杰,宋波,肖靖宇,8000,19930322,广东,深圳市,www.nlt.com.cn,nlt@163.net,789
1168,001979.SZ,SZSE,许永军,蒋铁峰,刘宁,791620.8077,19920219,广东,深圳市,www.cmsk1979.com,cmsk@mail.shekou.com;cmskir@cmhk.com,24791
1169,002523.SZ,SZSE,肖建平,郑正国,范文生,141664.08,19991126,湖南,株洲市,www.tqcc.cn,tqcc@tqcc.cn;sid@tqcc.cn,1411
1170,002079.SZ,SZSE,吴念博,吴炆皜,滕有西,72797.1487,19901112,江苏,苏州市,www.goodark.com,info@goodark.com;y.x.teng@goodark.com,1746
1171,002078.SZ,SZSE,李洪信,李洪信,庞传顺,259177.1681,20000426,山东,济宁市,www.sunpapergroup.com,pangfucheng@sunpaper.cn;sunpaper@sunpaper.cn;wangtao@sunpaper.cn,8165
1172,300016.SZ,SZSE,WANG XU,WANG XU,邵泽慧,49468.9876,19920905,北京,北京市,www.beilu.com.cn,blxp@beilu.com.cn,535
1173,002058.SZ,SZSE,李彧,俞世新,殷骏,14344.8332,19921024,上海,上海市,www.welltech.cn,dm@welltech.com.cn;feng.zhang@welletech.com.cn,209
1174,002077.SZ,SZSE,王茂和,王靖宇,吴晓坚,58034.8513,20000420,江苏,镇江市,www.dggf.cn,dggf2077@sina.cn;lexuefang@sina.com;dggfwu@hotmail.com,893
1175,002059.SZ,SZSE,张睿,孙鹏,郭金,101243.4813,20001229,云南,昆明市,www.expo99km.com,jack20081238@163.com;445718287@qq.com;expo99km@163.com,2181
1176,002031.SZ,SZSE,吴潮忠,郑栩栩,吴豪,219939.567,20011230,广东,揭阳市,www.greatoo.com,greatoo@greatoo.com;xulingling@greatoo.com;greatoo-dm@greatoo.com,2651
1177,002050.SZ,SZSE,张亚波,张亚波,胡凯程,276565.7898,19940910,浙江,绍兴市,www.zjshc.com,shc@zjshc.com,9960
1178,002032.SZ,SZSE,Thierry de La Tour d’Artaise,苏明瑞,叶继德,82111.991,19980717,浙江,台州市,www.supor.com.cn,002032@supor.com;yjd@supor.com;flin@supor.com,12793
1179,002022.SZ,SZSE,胡勇敏,丁伟,王锡林,51452.6593,19811122,上海,上海市,www.skhb.com,kehua@skhb.com;songyukun@skhb.com,1769
1180,300498.SZ,SZSE,温志芬,梁志雄,梅锦方,531150.9547,19930726,广东,云浮市,www.wens.com.cn,dsh@wens.com.cn,48639
1181,300273.SZ,SZSE,郝镇熙,郝镇熙,张晓菁,79458.0776,19960401,广东,珠海市,www.hokai.com,ir@hokai.com,1210
1182,002091.SZ,SZSE,张子燕,陈晓东,张健,156353.6598,19980507,江苏,苏州市,www.gtiggm.com,info@gtiggm.com;gsh@gtiggm.com;xxy@gtiggm.com;gsh@gtig.com;xxy@gtig.com,16229
1183,002094.SZ,SZSE,陈索斌,唐风杰,杜心强,69089.7549,19970303,山东,青岛市,www.chinakingking.com,stock@chinakingking.com;qsb@chinakingking.com,4634
1184,300271.SZ,SZSE,邵学,,韦光宇,80939.0723,20010618,北京,北京市,www.thunisoft.com,IR@thunisoft.com,6034
1185,002065.SZ,SZSE,薛向东,吕波,杨健,311548.2375,20010120,北京,北京市,www.dhcc.com.cn,strongyang@dhcc.com.cn;zhangwen_cw@dhcc.com.cn,8044
1186,300434.SZ,SZSE,蒯一希,魏宝康,林强,40174.3872,20040715,四川,成都市,www.goldstone-group.com,goldstone@goldstone-group.com,1617
1187,001965.SZ,SZSE,王秀峰,刘昌松,吴新华,617821.7338,19931218,天津,天津市,www.cmexpressway.com,cmexpressway@cmhk.com,4859
1188,300006.SZ,SZSE,邱宇,邱宇,崔丹,81224.1205,19990906,重庆,重庆市,www.cqlummy.com,cqlm@cqlummy.com;cuidan@cqlummy.com;chenfeng@cqlummy.com,1319
1189,300142.SZ,SZSE,李云春,姜润生,张荔,153743.6984,20010116,云南,昆明市,www.walvax.com,ir@walvax.com,1089
1190,002727.SZ,SZSE,阮鸿献,阮鸿献,李正红,56777.0067,20001108,云南,昆明市,www.hx8886.com,1192373467@qq.com,26999
1191,002839.SZ,SZSE,季颖,杨满平,张平,180756.3724,20011127,江苏,苏州市,www.zrcbank.com,office@zrcbank.com;lucia_tao@sina.com;zhp3655@sina.com,2165
1192,002153.SZ,SZSE,李仲初,李仲初,罗芳,106791.3281,19980206,北京,北京市,www.shijigroup.com,ir@shijigroup.com;luofang@shijigroup.com;any.zhao@shijigroup.com,4417
1193,002063.SZ,SZSE,陈利浩,黄笑华,陈利浩,84806.624,19981229,广东,珠海市,www.ygsoft.com,ygstock@ygsoft.com,4230
1194,002095.SZ,SZSE,孙德良,孙德良,范悦龙,25272,20000807,浙江,杭州市,corp.netsun.com,zqb@netsun.com,827
1195,002903.SZ,SZSE,许世雄,许燕鸣,易欣,15000,20040804,湖南,长沙市,www.yh-cn.com,yhzqb@yh-cn.com,341
1196,002756.SZ,SZSE,高兴江,高兴江,徐凤,36000,20000719,浙江,湖州市,www.yongxingbxg.com,yxzq@yongxingbxg.com,1121
1197,002703.SZ,SZSE,张世权,张宝义,刘晓平,78964.4637,19930602,浙江,金华市,www.zjshibao.com,ir@shibaogroup.com,1463
1198,002687.SZ,SZSE,池也,白光宇,吴匡笔,35000,20010731,浙江,温州市,www.giuseppe.cn,info@giuseppe.cn;wukuangbi@giuseppe.cn;qzbdsb@126.com,3721
1199,002052.SZ,SZSE,刘灿,,贺磊,74595.9694,19940203,广东,深圳市,www.coship.com,coship@coship.com;liudaoyu@coship.com;helei@coship.com,683
1200,002090.SZ,SZSE,贺安鹰,郭伟,李剑,40426.4936,19951110,江苏,南京市,www.wiscom.com.cn,tzb@wiscom.com.cn,1341
1201,002084.SZ,SZSE,唐台英,王瑞泉,陈巍,50639.2628,19980108,广东,广州市,www.seagullgroup.cn,seagull@seagullgroup.cn;cw1968@tom.com;fang.wang@seagullgroup.cn,3562
1202,002081.SZ,SZSE,王汉林,曹黎明,宁波,268440.8689,19930106,江苏,苏州市,www.goldmantis.com,tzglb@goldmantis.com,19877
1203,300673.SZ,SZSE,陈振标,陈振标,唐照波,14660.7,20021021,浙江,温州市,www.peidibrand.com,cpet@peidibrand.com;wanght@peidibrand.com,2972
1204,300802.SZ,SZSE,杨勇,王建勋,吴海欣,10000,20071107,上海,上海市,www.jutze.com.cn,investors@jutze.com.cn,769
1205,002109.SZ,SZSE,樊洺僖,王颖,席永生,105294.4789,19970829,陕西,咸阳市,www.snxhchem.com,snxhchem@snxhchem.com;xys0716@163.com;snxhchem002109@163.com;407114886@qq.com,1072
1206,300715.SZ,SZSE,钱林弟,李忠人,栾承连,17090.75,20110713,江苏,苏州市,www.canlon.com.cn,luancl@canlon.com.cn;klgf@canlon.com.cn;zqq@canlon.com.cn,671
1207,002888.SZ,SZSE,HONGBO YAO,HONGBO YAO,张小康,12467.64,19970624,广东,广州市,www.hivi.com,zqb@hivi.com,876
1208,002686.SZ,SZSE,吴晓明,吴晓明,翟峰,43556.8564,19950703,浙江,台州市,www.yilida.com,db@yilida.com;luoyangxi@yilida.com;zhaifeng@yilida.com,2734
1209,002718.SZ,SZSE,时沈祥,韩耘,吴伟江,13144.7829,20071223,浙江,嘉兴市,www.chinayoubang.com,zhejiangyoubang@163.com,1012
1210,002381.SZ,SZSE,沈耿亮,沈会民,张梁铨,41157.2264,20011113,浙江,嘉兴市,www.doublearrow.net,shenhui0316@163.com;allen00537@163.com,1152
1211,300693.SZ,SZSE,方兴,方兴,杨柳,13685.0329,20070928,广东,深圳市,www.sinexcel.com,stock@sinexcel.com,683
1212,300728.SZ,SZSE,陈美城,陈美城,赵独妍,9000,20080324,江苏,常州市,www.ctc-tf.cn,INFO@ctc-tf.com,414
1213,300711.SZ,SZSE,黄文胜,孙业全,朱伟玲,17303.5144,19950408,广东,广州市,www.ghtchina.com,securities@ghtchina.com,365
1214,002909.SZ,SZSE,邹珍凡,邹珍凡,吴珈宜,16800,20060810,广东,广州市,www.jointas.com,jitaihuagong@jointas.com,711
1215,002479.SZ,SZSE,张杰,刘仁军,胡斌,88888.8,20031215,浙江,杭州市,www.zhefuet.com,252397520@qq.com,1708
1216,002418.SZ,SZSE,王亚骏,郭建君,李文波,113640,20021126,浙江,杭州市,www.kasun.cn,ksgf@kasun.cn;liwb@kasun.cn;yuf@kasun.cn,4444
1217,002942.SZ,SZSE,徐群辉,徐群辉,姚钢,12000,20051228,浙江,台州市,www.xnchem.com,xnzqtzb@xnchem.com;yaog@xnchem.com;maott@xnchem.com,1140
1218,300033.SZ,SZSE,易峥,易峥,朱志峰,53760,20010824,浙江,杭州市,www.10jqka.com.cn,myhexin@myhexin.com,3372
1219,002139.SZ,SZSE,武永强,武永强,文朝晖,101877.8852,19960209,广东,深圳市,www.topband.com.cn,wenzh@topband.com.cn,5259
1220,002403.SZ,SZSE,陈合林,陈合林,刘学亮,35032.0801,19930513,浙江,台州市,www.chinaasd.com,002403@asd.com.cn,5031
1221,002783.SZ,SZSE,邵兴祥,林宏,林宏,37534.3174,19940630,湖北,荆门市,www.hbklgroup.cn,zbb@hbklgroup.cn;hbkllh@sina.com;klyuping@163.com,2606
1222,002149.SZ,SZSE,巨建辉,杨延安,顾亮,42541.4274,20001228,陕西,西安市,www.c-wmm.com,002149@c-wmm.com;l.gu@c-wmm.com;alice.zuo@126.com;xbclzqb@163.com,1433
1223,002296.SZ,SZSE,李海鹰,谢春生,杜旭升,37665.642,20011115,河南,郑州市,www.hhkj.cn,zqb@hhkj.cn;duxusheng@hhkj.cn;guozhimin@hhkj.cn,766
1224,002448.SZ,SZSE,薛德龙,党增军,刘向宁,60737.0105,19961229,河南,焦作市,www.hnzynp.com,zhengquan@hnzynp.com;liuxiangning@hnzynp.com,4211
1225,002343.SZ,SZSE,吴卫东,马中骏,严明,47494.9686,19980828,浙江,嘉兴市,www.ciwen.com.cn,lsm_9981@163.com;yanming@ciwen.tv;luoshimin@ciwen.tv,213
1226,002300.SZ,SZSE,李云孝,林芳,江永涛,59697,19940711,福建,南平市,www.npcable.com,sunbss@163.com;002300@suncable.cn;liaodan0120@163.com,2154
1227,002637.SZ,SZSE,方银军,方银军,任国晓,42268,20000919,浙江,杭州市,www.zzytech.com,office@zzytech.com;zq@zzytech.com,2214
1228,300020.SZ,SZSE,王腾,王腾,花少富,65578.9086,19921113,浙江,杭州市,www.enjoyor.net,enjoyor@enjoyor.net,798
1229,002806.SZ,SZSE,谭帼英,林程,李胜宇,17623.9202,19950830,广东,肇庆市,www.c-hfcc.com,hfccboard@163.com;board@c-hfcc.com,834
1230,002917.SZ,SZSE,明景谷,明刚,周一玲,18089.6,19940119,广东,深圳市,www.kingexplorer.com,ir@kingexplorer.com;king@kingexplorer.com,724
1231,002414.SZ,SZSE,黄立,张燕,陈丽玲,93638.4046,20040713,湖北,武汉市,www.wuhan-guide.com,liling.chen@126.com;guide@guide-infrared.com;rayel1314@163.com,2731
1232,300342.SZ,SZSE,骆玲,赵云文,陈钊敏,43184.4272,20020802,江苏,苏州市,www.tyjd.cc,tyjd@tyjd.cc;ly422567030@126.com;chenzm@tyjd.cc,1148
1233,300175.SZ,SZSE,戚永楙,张涛,李博,47080,20020326,山东,烟台市,www.lontrue.com,ir@lontrue.com,466
1234,002786.SZ,SZSE,胡作寰,胡作寰,陈静,38124,20001027,广东,深圳市,www.basismold.com,public@basismold.com;tangq@basismold.com;Jing.Chen@silverbasis.com.cn,8378
1235,002857.SZ,SZSE,于文彪,金双寿,徐丽红,12800,19960716,河南,郑州市,www.cnsms.com,zqb@cnsms.com,527
1236,300008.SZ,SZSE,刘楠,占金锋,刘楠,96001.6185,20011029,上海,上海市,www.bestwaysh.com,public@bestwaysh.com;liunan@bestwaysh.com;luyingying@bestwaysh.com,1082
1237,002527.SZ,SZSE,纪翌,纪德法,杨丽莎,62019.1351,19950310,上海,上海市,www.stepelectric.com,yangls@stepelectric.com;yulla@stepelectric.com,2246
1238,300547.SZ,SZSE,文谟统,蒋青春,张富厚,21690.6174,20020621,四川,达州市,www.chuanhuan.com,chkj@chuanhuan.com,1676
1239,002351.SZ,SZSE,张文东,张文东,李晓东,59276.5,20010116,广东,深圳市,www.edifier.com,main@edifier.com;yuki_he@edifier.com,2234
1240,300503.SZ,SZSE,汤丽君,汤秀清,肖泳林,28398.9089,20061214,广东,广州市,www.haozhihs.com,zqswb@haozhihs.com,1945
1241,300202.SZ,SZSE,柳永诠,张奈,洪莎,54950.4,20040309,辽宁,鞍山市,www.julong.cc,julong_hs@julong.cc;zy041@julong.cc,2447
1242,300687.SZ,SZSE,张成康,张成康,柳子恒,21761.175,20050110,广东,广州市,www.chinasie.com,siemarketing@chinasie.com;investor@chinasie.com,3406
1243,300168.SZ,SZSE,胡宏伟,胡宏伟,姜锋,113985.4021,19951109,上海,上海市,www.wondersgroup.com,invest@wondersgroup.com,5628
